OBJECTID_1,GUID,NUTS1,NUTS1NAME,NUTS2,NUTS2NAME,NUTS3,NUTS3NAME,COUNTY,COUNTYNAME,CSOED,OSIED,EDNAME,SA_PUB2011,SMALL_AREA,GEOGID,AREA,CHANGECODE,ESRI_OID,SHAPE_Length,SHAPE_Area
5807,4c07d11e-14c3-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,WX,Wexford,14075,247048,Fethard,247048002,247048002,A247048002,0,0,5807,8717.176235,3913997.365
5808,4c07d11e-14c4-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,WX,Wexford,14111,247076,Kilmore,247076005,247076005,A247076005,0,0,5808,5636.194221,1145976.185
5809,4c07d11e-14c5-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,WX,Wexford,14111,247076,Kilmore,247076004,247076004,A247076004,0,0,5809,5514.875598,1142091.929
5810,4c07d11e-14c6-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,WX,Wexford,14111,247076,Kilmore,247076003,247076003,A247076003,0,0,5810,7423.400852,1673334.17
5811,4c07d11e-14c7-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,WX,Wexford,14111,247076,Kilmore,247076008/247076010,247076008/247076010,A247076008/247076010,0,0,5811,9317.0581,2234474.693
5812,4c07d11e-1512-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,WX,Wexford,14118,247102,Rosslare,247102003,247102003,A247102003,0,0,5812,8272.187527,1795361.864
5813,4c07d11e-1513-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,WX,Wexford,14113,247081,Kilscoran,247081002,247081002,A247081002,0,0,5813,7189.464147,2349626.452
5814,4c07d11e-1514-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,WX,Wexford,14117,247097,Rathaspick,247097006,247097006,A247097006,0,0,5814,8909.087238,2613500.407
5815,4c07d11e-0611-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19002,77128,Listowel Urban,77128011,77128011,A077128011,0,0,5815,4380.387334,1143390.001
5816,4c07d11e-0612-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19118,77127,Listowel Rural,77127003,77127003,A077127003,0,0,5816,11251.39015,5187582.08
5817,4c07d11e-0613-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19121,77142,Newtownsandes,77142004,77142004,A077142004,0,0,5817,7063.910388,1587925.232
5818,4c07d11e-0568-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18052,47200,Killaconenagh,47200010,47200010,A047200010,0,0,5818,3344.474498,489888.3357
5819,4c07d11e-0569-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18052,47200,Killaconenagh,47200003,47200003,A047200003,0,0,5819,7224.191546,1967699.175
5820,4c07d11e-056a-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18052,47200,Killaconenagh,47200006,47200006,A047200006,0,0,5820,7313.038661,2173672.17
5821,4c07d11e-056b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18050,47123,Curryglass,47123003,47123003,A047123003,0,0,5821,8286.73502,2103028.456
5822,4c07d11e-08a8-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CC,Cork City,17006,48006,Bishopstown A,48006002,48006002,A048006002,0,0,5822,4605.613044,1072233.835
5823,4c07d11e-08a9-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18103,47298,St. Mary's (Part Rural),47298004,47298004,A047298004,0,0,5823,7544.419251,2122694.99
5824,4c07d11e-08aa-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18103,47298,St. Mary's (Part Rural),47298003,47298003,A047298003,0,0,5824,7545.096502,2285097.443
5825,4c07d11e-08ab-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18103,47298,St. Mary's (Part Rural),47298001,47298001,A047298001,0,0,5825,3144.089425,619763.6003
5826,4c07d11e-09cc-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18147,47040,Banteer,47040003,47040003,A047040003,0,0,5826,5726.270494,1607866.368
5827,4c07d11e-09cd-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18147,47040,Banteer,47040001,47040001,A047040001,0,0,5827,6728.90193,2542719.491
5828,4c07d11e-09ce-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18170,47267,Newmarket,47267005,47267005,A047267005,0,0,5828,7367.510424,1337913.107
5829,4c07d11e-09cf-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18162,47179,Kanturk,47179004,47179004,A047179004,0,0,5829,4544.507959,727475.8504
5830,4c07d11e-09d0-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18162,47179,Kanturk,47179003,47179003,A047179003,0,0,5830,4879.691105,762110.8174
5831,4c07d11e-14c9-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE063,Midlands,LS,Laois,8094,107052,Graigue Rural,107052016,107052016,A107052016,0,0,5831,4327.595034,765311.6737
5832,4c07d11e-14ca-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,CW,Carlow,1019,17010,Carlow Rural,17010039,17010039,A017010039,0,0,5832,7597.403354,1843402.612
5833,4c07d11e-14cb-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,CW,Carlow,1019,17010,Carlow Rural,17010038,17010038,A017010038,0,0,5833,6546.155188,1213653.56
5834,4c07d11e-14cc-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,CW,Carlow,1019,17010,Carlow Rural,17010004,17010004,A017010004,0,0,5834,5658.867001,1579876.305
5835,4c07d11e-14cd-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,CW,Carlow,1019,17010,Carlow Rural,17010015,17010015,A017010015,0,0,5835,7555.46933,2211194.479
5836,4c07d11e-14ce-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,CW,Carlow,1026,17021,Grangeford,17021002,17021002,A017021002,0,0,5836,9502.773001,2690122.715
5837,4c07d11e-14cf-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,CW,Carlow,1018,17009,Burton Hall,17009002,17009002,A017009002,0,0,5837,4839.018542,932408.2579
5838,4c07d11e-14d0-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,KE,Kildare,6013,87022,Castledermot,87022006,87022006,A087022006,0,0,5838,9502.443806,4185586.04
5839,4c07d11e-14d1-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,KE,Kildare,6017,87041,Graney,87041001,87041001,A087041001,0,0,5839,4680.01967,894076.4442
5840,4c07d11e-14d2-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,CW,Carlow,1048,17051,Tullow Urban,17051009,17051009,A017051009,0,0,5840,3965.981182,525341.2755
5841,4c07d11e-14d3-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,CW,Carlow,1046,17052,Tullowbeg,17052001,17052001,A017052001,0,0,5841,6726.963997,1328284.877
5842,4c07d11e-14d4-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,CW,Carlow,1048,17051,Tullow Urban,17051001,17051001,A017051001,0,0,5842,4447.02228,649592.9568
5843,4c07d11e-1520-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18099,47271,Monkstown Urban,47271019,47271019,A047271019,0,0,5843,3744.985771,770217.1365
5844,4c07d11e-1521-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18099,47271,Monkstown Urban,47271009,47271009,A047271009,0,0,5844,4460.84542,842926.5231
5845,4c07d11e-1522-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18253,47115,Corkbeg,47115005,47115005,A047115005,0,0,5845,5366.200601,1048684.014
5846,4c07d11e-1523-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18253,47115,Corkbeg,47115008,47115008,A047115008,0,0,5846,4539.008037,909949.0322
5847,4c07d11e-1524-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18262,47284,Rostellan,47284002,47284002,A047284002,0,0,5847,5545.603437,1375782.095
5848,4c07d11e-1525-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18085,47106,Cobh Rural,47106001,47106001,A047106001,0,0,5848,8901.53908,4399514.835
5849,4c07d11e-1526-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18085,47106,Cobh Rural,47106002,47106002,A047106002,0,0,5849,10565.38724,6275744.255
5850,4c07d11e-1527-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18262,47284,Rostellan,47284004,47284004,A047284004,0,0,5850,10118.8782,6173902.302
5851,4c07d11e-1528-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18098,47261,Monkstown Rural,47261002,47261002,A047261002,0,0,5851,4365.835242,954466.9196
5852,4c07d11e-08ac-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18084,47076,Carrigrohane Beg,47076003,47076003,A047076003,0,0,5852,8072.524029,3075272.127
5853,4c07d11e-1492-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,CW,Carlow,1020,17012,Clogrenan,17012004,017012004/01,A017012004,0,2,5853,4990.989569,1062010.3
5854,4c07d11e-1493-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,CW,Carlow,1014,17004,Ballon,17004003,17004003,A017004003,0,0,5854,6344.70001,1018487.973
5855,4c07d11e-1494-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,CW,Carlow,1023,17017,Cranemore,17017004,17017004,A017017004,0,0,5855,3034.875814,432436.6413
5856,4c07d11e-1495-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,CW,Carlow,1021,17013,Clonegall,17013002,17013002,A017013002,0,0,5856,10321.16225,3698338.386
5857,4c07d11e-1496-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,CW,Carlow,1021,17013,Clonegall,17013004,17013004,A017013004,0,0,5857,7732.261036,1845050.591
5858,4c07d11e-14ae-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,WW,Wicklow,15081,257067,Shillelagh,257067001,257067001,A257067001,0,0,5858,7817.306407,2539859.307
5859,4c07d11e-14af-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,CW,Carlow,1019,17010,Carlow Rural,17010001,17010001,A017010001,0,0,5859,6568.85335,2353809.267
5860,4c07d11e-14b0-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,CW,Carlow,1028,17025,Kellistown,17025001,17025001,A017025001,0,0,5860,7300.329511,2348461.651
5861,4c07d11e-14b1-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,CW,Carlow,1012,17002,Ballinacarrig,17002002,17002002,A017002002,0,0,5861,8414.886738,2779581.68
5862,4c07d11e-14b2-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,CW,Carlow,1012,17002,Ballinacarrig,17002003,17002003,A017002003,0,0,5862,10236.228,3549872.236
5863,4c07d11e-14b3-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE063,Midlands,LS,Laois,8094,107052,Graigue Rural,107052002,107052002,A107052002,0,0,5863,5491.676774,1221072.056
5864,4c07d11e-1548-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE063,Midlands,OY,Offaly,12056,187079,Shinrone,187079005,187079005,A187079005,0,0,5864,6359.374645,1638751.922
5865,4c07d11e-1549-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE051,Mid-West,TY,Tipperary,22059,217152,Roscrea,217152021,217152021,A217152021,0,0,5865,4630.79435,1044392.325
5866,4c07d11e-154a-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE063,Midlands,LS,Laois,8080,107019,Borris-in-Ossory,107019002,107019002,A107019002,0,0,5866,6519.738546,1925115.622
5867,4c07d11e-154b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE063,Midlands,LS,Laois,8080,107019,Borris-in-Ossory,107019005,107019005,A107019005,0,0,5867,3837.495616,778565.0972
5868,4c07d11e-154c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE063,Midlands,LS,Laois,8007,107026,Castletown,107026002,107026002,A107026002,0,0,5868,9105.078346,1345060.564
5869,4c07d11e-154d-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE063,Midlands,LS,Laois,8067,107073,Mountrath,107073007,107073007,A107073007,0,0,5869,5668.064774,764381.6541
5870,4c07d11e-14ec-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,CW,Carlow,1008,17042,Rathvilly,17042001,17042001,A017042001,0,0,5870,2885.722717,416549.8294
5871,4c07d11e-14ed-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,CW,Carlow,1004,17022,Hacketstown,17022004,17022004,A017022004,0,0,5871,4521.190955,740444.019
5872,4c07d11e-14ee-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE051,Mid-West,TY,Tipperary,22044,217115,Knigh,217115002,217115002,A217115002,0,0,5872,8299.944136,2266481.684
5873,4c07d11e-14ef-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE051,Mid-West,TY,Tipperary,22008,217030,Borrisokane,217030004,217030004,A217030004,0,0,5873,9671.328664,2178396.269
5874,4c07d11e-14f0-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE051,Mid-West,TY,Tipperary,22010,217050,Cloghjordan,217050003,217050003,A217050003,0,0,5874,5152.422083,994026.6722
5875,4c07d11e-14f1-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE063,Midlands,OY,Offaly,12056,187079,Shinrone,187079001,187079001,A187079001,0,0,5875,6470.423224,1734928.382
5876,4c07d11e-14f2-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE042,West,GY,Galway County,27175,67188,Portumna,67188002,67188002,A067188002,0,0,5876,6170.732418,1677971.196
5877,4c07d11e-1515-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE042,West,GY,Galway County,27175,67188,Portumna,67188001,67188001,A067188001,0,0,5877,5039.987061,1007275.196
5878,4c07d11e-1516-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE042,West,GY,Galway County,27175,67188,Portumna,67188013,67188013,A067188013,0,0,5878,7773.376485,1362573.744
5879,4c07d11e-1517-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE042,West,GY,Galway County,27169,67133,Killimor,67133003,67133003,A067133003,0,0,5879,10017.67218,2882403.539
5880,4c07d11e-1518-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE051,Mid-West,TY,Tipperary,22021,217150,Riverstown,217150002,217150002,A217150002,0,0,5880,4519.595502,885645.9247
5881,4c07d11e-1519-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE063,Midlands,OY,Offaly,12001,187013,Birr Urban,187013004,187013004,A187013004,0,0,5881,4374.681848,1033637.155
5882,4c07d11e-151a-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE042,West,GY,Galway County,27168,67095,Eyrecourt,67095002,67095002,A067095002,0,0,5882,2931.681506,454758.1621
5883,4c07d11e-151b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE063,Midlands,OY,Offaly,12004,187009,Banagher,187009001,187009001,A187009001,0,0,5883,4611.664921,1366068.297
5884,4c07d11e-08df-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33070,57021,Burt,57021005,57021005,A057021005,0,0,5884,8059.881028,3728767.495
5885,4c07d11e-08e0-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33084,57089,Inch Island,57089001,57089001,A057089001,0,0,5885,14996.20245,7958836.023
5886,4c07d11e-08e1-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33119,57097,Killygarvan,57097001,57097001,A057097001,0,0,5886,20909.49089,12382471.52
5887,4c07d11e-08e2-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33112,57025,An Cheathrú Chaol,57025002,57025002,A057025002,0,0,5887,16625.09035,8122844.017
5888,4c07d11e-08e3-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33112,57025,An Cheathrú Chaol,57025005,57025005,A057025005,0,0,5888,11250.39298,4399253.144
5889,4c07d11e-08e4-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33121,57103,Cnoc Colbha,57103002,57103002,A057103002,0,0,5889,18072.62345,10759161.37
5890,4c07d11e-08e5-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33125,57129,Rathmullan,057129002/057129004/057129005,057129002/057129004/057129005,A057129002/057129004/057129005,0,0,5890,5219.747323,740467.3025
5891,4c07d11e-08e6-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33125,57129,Rathmullan,57129001,57129001,A057129001,0,0,5891,14471.80108,7964807.877
5892,4c07d11e-08e7-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33078,57063,Fahan,57063002,57063002,A057063002,0,0,5892,6429.434895,2082187.542
5893,4c07d11e-0918-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33069,57017,Buncrana Rural,57017012,57017012,A057017012,0,0,5893,9145.689126,3882459.586
5894,4c07d11e-0919-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33070,57021,Burt,57021002,57021002,A057021002,0,0,5894,11584.83332,3535897.96
5895,4c07d11e-091a-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33068,57015,Birdstown,57015003,57015003,A057015003,0,0,5895,8444.390998,2894395.072
5896,4c07d11e-091b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33068,57015,Birdstown,57015005,57015005,A057015005,0,0,5896,13373.09881,4420086.092
5897,4c07d11e-142f-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE051,Mid-West,TY,Tipperary,23117,217006,Ardfinnan,217006003,217006003,A217006003,0,0,5897,5445.093578,1045918.573
5898,4c07d11e-1430-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE051,Mid-West,TY,Tipperary,23117,217006,Ardfinnan,217006005,217006005,A217006005,0,0,5898,7048.912109,1801066.297
5899,4c07d11e-1431-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE051,Mid-West,TY,Tipperary,23130,217168,Tullaghmelan,217168001,217168001,A217168001,0,0,5899,7427.208391,1461285.791
5900,4c07d11e-1432-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,WD,Waterford City and County,25016,227057,Kilmacomma,227057002,227057002,A227057002,0,0,5900,5792.228241,1051465.485
5901,4c07d11e-1433-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,WD,Waterford City and County,25018,227084,St. Mary's,227084002,227084002,A227084002,0,0,5901,5801.453675,1926322.484
5902,4c07d11e-1434-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE051,Mid-West,TY,Tipperary,23134,217089,Inishlounaght,217089005,217089005,A217089005,0,0,5902,5316.872276,864753.3627
5903,4c07d11e-1435-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE051,Mid-West,TY,Tipperary,23085,217176,Clonmel East Urban,217176007,217176007,A217176007,0,0,5903,3768.055463,496582.8206
5904,4c07d11e-1436-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE051,Mid-West,TY,Tipperary,23133,217055,Clonmel Rural,217055005,217055005,A217055005,0,0,5904,4192.81053,591880.697
5905,4c07d11e-1437-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,WD,Waterford City and County,25037,227001,Annestown,227001001,227001001,A227001001,0,0,5905,9363.77985,3636744.294
5906,4c07d11e-1438-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,WD,Waterford City and County,25047,227058,Kilmacthomas,227058002,227058002,A227058002,0,0,5906,7095.232474,2212277.777
5907,4c07d11e-1439-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,WD,Waterford City and County,25047,227058,Kilmacthomas,227058004,227058004,A227058004,0,0,5907,9489.846894,3305790.51
5908,4c07d11e-143a-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,WD,Waterford City and County,25047,227058,Kilmacthomas,227058003,227058003,A227058003,0,0,5908,4151.125625,693890.8283
5909,4c07d11e-143b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,WD,Waterford City and County,25046,227052,Kilbarrymeaden,227052001,227052001,A227052001,0,0,5909,6403.771909,1644331.174
5910,4c07d11e-143c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,WD,Waterford City and County,25037,227001,Annestown,227001005,227001005,A227001005,0,0,5910,7525.563198,2832872.373
5911,4c07d11e-1561-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE063,Midlands,OY,Offaly,12005,187012,Birr Rural,187012004,187012004,A187012004,0,0,5911,3525.628858,321683.3619
5912,4c07d11e-1562-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE063,Midlands,OY,Offaly,12005,187012,Birr Rural,187012001,187012001,A187012001,0,0,5912,9538.176498,5079062.361
5913,4c07d11e-13b1-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE063,Midlands,OY,Offaly,12001,187013,Birr Urban,187013005,187013005,A187013005,0,0,5913,3813.491773,619071.4093
5914,4c07d11e-13b2-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE063,Midlands,OY,Offaly,12001,187013,Birr Urban,187013002,187013002,A187013002,0,0,5914,3165.86516,480634.6852
5915,4c07d11e-13e0-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE063,Midlands,OY,Offaly,12001,187013,Birr Urban,187013007,187013007,A187013007,0,0,5915,6237.216024,1077950.828
5916,4c07d11e-147f-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE063,Midlands,OY,Offaly,12015,187040,Ferbane,187040005,187040005,A187040005,0,0,5916,5219.303036,1628334.133
5917,4c07d11e-1480-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE063,Midlands,OY,Offaly,12003,187006,Ballycumber,187006001,187006001,A187006001,0,0,5917,9009.186132,3415542.427
5918,4c07d11e-1481-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE063,Midlands,OY,Offaly,12083,187075,Screggan,187075004,187075004,A187075004,0,0,5918,6140.015094,1428719.827
5919,4c07d11e-1482-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE063,Midlands,OY,Offaly,12083,187075,Screggan,187075003,187075003,A187075003,0,0,5919,5592.913643,1479781.045
5920,4c07d11e-0237-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18034,47042,Bantry Urban,47042007,47042007,A047042007,0,0,5920,2007.098077,166868.9457
5921,4c07d11e-038a-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19015,77075,An tImleach,77075003,77075003,A077075003,0,0,5921,3426.987083,493102.4334
5922,4c07d11e-038b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19060,77153,Sneem,77153004,77153004,A077153004,0,0,5922,3523.822841,452721.3953
5923,4c07d11e-065b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19110,77104,Killehenny,77104014,77104014,A077104014,0,0,5923,5414.999423,1261046.937
5924,4c07d11e-065c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19110,77104,Killehenny,77104004,77104004,A077104004,0,0,5924,7858.7686,1837720.315
5925,4c07d11e-065d-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19110,77104,Killehenny,77104013,77104013,A077104013,0,0,5925,9341.279079,3506919.481
5926,4c07d11e-065e-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19116,77125,Lislaughtin,77125002,77125002,A077125002,0,0,5926,5537.677869,2070635.255
5927,4c07d11e-065f-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19124,77157,Tarbert,77157002,77157002,A077157002,0,0,5927,5940.524136,1884618.028
5928,4c07d11e-0660-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE051,Mid-West,CE,Clare,16005,37099,Kilrush Urban,37099002,37099002,A037099002,0,0,5928,3648.519317,595081.7039
5929,4c07d11e-060c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19015,77075,An tImleach,77075004,77075004,A077075004,0,0,5929,5640.003619,1261830.408
5930,4c07d11e-060d-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19060,77153,Sneem,77153003,77153003,A077153003,0,0,5930,6547.121833,1344951.851
